:START_ID(Order),:END_ID(Shipper),:TYPE
930,6,SHIPPED_VIA
931,2,SHIPPED_VIA
932,8,SHIPPED_VIA
933,1,SHIPPED_VIA
934,5,SHIPPED_VIA
935,5,SHIPPED_VIA
936,8,SHIPPED_VIA
937,5,SHIPPED_VIA
938,5,SHIPPED_VIA
939,1,SHIPPED_VIA
940,10,SHIPPED_VIA
941,6,SHIPPED_VIA
942,6,SHIPPED_VIA
943,4,SHIPPED_VIA
944,8,SHIPPED_VIA
945,2,SHIPPED_VIA
946,4,SHIPPED_VIA
947,4,SHIPPED_VIA
948,7,SHIPPED_VIA
949,4,SHIPPED_VIA
950,2,SHIPPED_VIA
951,10,SHIPPED_VIA
952,3,SHIPPED_VIA
953,3,SHIPPED_VIA
954,9,SHIPPED_VIA
955,6,SHIPPED_VIA
956,7,SHIPPED_VIA
957,9,SHIPPED_VIA
958,9,SHIPPED_VIA
959,3,SHIPPED_VIA
960,10,SHIPPED_VIA
961,9,SHIPPED_VIA
962,1,SHIPPED_VIA
963,4,SHIPPED_VIA
964,8,SHIPPED_VIA
965,5,SHIPPED_VIA
966,1,SHIPPED_VIA
967,1,SHIPPED_VIA
968,6,SHIPPED_VIA
969,4,SHIPPED_VIA
970,6,SHIPPED_VIA
971,2,SHIPPED_VIA
972,8,SHIPPED_VIA
973,6,SHIPPED_VIA
974,7,SHIPPED_VIA
975,4,SHIPPED_VIA
976,8,SHIPPED_VIA
977,7,SHIPPED_VIA
978,2,SHIPPED_VIA
979,7,SHIPPED_VIA
980,4,SHIPPED_VIA
981,6,SHIPPED_VIA
982,5,SHIPPED_VIA
983,1,SHIPPED_VIA
984,8,SHIPPED_VIA
985,2,SHIPPED_VIA
986,9,SHIPPED_VIA
987,5,SHIPPED_VIA
988,3,SHIPPED_VIA
989,4,SHIPPED_VIA
990,8,SHIPPED_VIA
991,1,SHIPPED_VIA
992,3,SHIPPED_VIA
993,9,SHIPPED_VIA
994,5,SHIPPED_VIA
995,8,SHIPPED_VIA
996,3,SHIPPED_VIA
997,8,SHIPPED_VIA
998,5,SHIPPED_VIA
999,4,SHIPPED_VIA
1000,2,SHIPPED_VIA
