orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderID,labels:LABEL
234,2024-05-23 18:53:33,2024-06-04 18:53:33,2024-05-28 18:53:33,105.38,泰麒麟传媒有限公司人工智能,湖北省琴县上街童街r座 617701,兰英县,澳门特别行政区,990446,中国,234,Order
235,2024-06-08 17:48:32,2024-06-17 17:48:32,2024-06-10 17:48:32,171.63,创亿科技有限公司科技公司,青海省南宁市吉区何街g座 592075,秀云县,辽宁省,722867,中国,235,Order
236,2025-04-28 03:12:57,2025-05-07 03:12:57,,163.0,通际名联传媒有限公司云计算,四川省桂芝市吉区长春街y座 651155,南宁市,贵州省,800562,中国,236,Order
237,2025-03-01 05:53:24,2025-03-12 05:53:24,2025-03-05 05:53:24,413.73,华远软件网络有限公司生物科技,江西省敏县房山合山街j座 691206,兰州县,宁夏回族自治区,696354,中国,237,Order
238,2025-05-19 16:05:21,2025-05-31 16:05:21,,431.42,恩悌网络有限公司大数据分析,海南省宜都市海陵张街e座 169265,北镇县,香港特别行政区,794751,中国,238,Order
239,2025-11-22 12:50:41,2025-11-28 12:50:41,2025-11-23 12:50:41,362.87,迪摩网络有限公司移动应用开发,湖南省宁德县徐汇袁路V座 319614,桂兰县,台湾省,555505,中国,239,Order
240,2025-09-27 16:51:31,2025-10-04 16:51:31,2025-10-01 16:51:31,184.52,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,240,Order
241,2024-12-01 10:22:44,2024-12-08 10:22:44,,272.88,太极网络有限公司网络安全,江西省银川市兴山上海路W座 571776,惠州市,内蒙古自治区,797677,中国,241,Order
242,2025-06-01 18:19:12,2025-06-09 18:19:12,2025-06-03 18:19:12,240.37,商软冠联传媒有限公司物联网,宁夏回族自治区淮安市高明石家庄路C座 942043,刚县,新疆维吾尔自治区,745577,中国,242,Order
243,2026-03-26 18:13:31,2026-04-03 18:13:31,2026-03-28 18:13:31,232.08,创亿信息有限公司移动应用开发,河南省琳县蓟州施路j座 539361,永安市,天津市,240654,中国,243,Order
244,2025-11-02 18:48:08,2025-11-14 18:48:08,2025-11-07 18:48:08,142.08,通际名联科技有限公司移动应用开发,山西省辉市孝南黄街s座 643128,玉珍县,北京市,925586,中国,244,Order
245,2024-10-22 15:04:51,2024-10-27 15:04:51,2024-10-23 15:04:51,397.2,华远软件科技有限公司科技公司,河南省大冶市萧山吴街H座 487564,晨县,安徽省,892811,中国,245,Order
246,2024-08-23 21:06:33,2024-08-29 21:06:33,2024-08-27 21:06:33,272.3,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,246,Order
247,2025-02-13 01:18:24,2025-02-23 01:18:24,2025-02-14 01:18:24,135.47,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,247,Order
248,2024-10-20 03:30:37,2024-11-01 03:30:37,2024-10-21 03:30:37,473.71,思优传媒有限公司生物科技,天津市武汉市普陀宜都街M座 997374,拉萨县,河北省,825490,中国,248,Order
249,2024-05-04 01:25:29,2024-05-10 01:25:29,,334.87,良诺信息有限公司移动应用开发,甘肃省秀云市上街合肥路i座 146344,西安市,湖北省,278336,中国,249,Order
250,2024-08-18 05:00:26,2024-08-25 05:00:26,2024-08-23 05:00:26,205.27,黄石金承信息有限公司网络安全,河南省丹县东城尤街b座 715081,军市,宁夏回族自治区,558977,中国,250,Order
251,2025-03-24 14:27:43,2025-04-05 14:27:43,2025-03-26 14:27:43,80.48,迪摩网络有限公司移动应用开发,湖南省宁德县徐汇袁路V座 319614,桂兰县,台湾省,555505,中国,251,Order
252,2025-08-22 11:54:38,2025-09-03 11:54:38,2025-08-27 11:54:38,62.79,商软冠联传媒有限公司物联网,宁夏回族自治区淮安市高明石家庄路C座 942043,刚县,新疆维吾尔自治区,745577,中国,252,Order
253,2024-04-16 12:21:37,2024-04-23 12:21:37,2024-04-17 12:21:37,19.06,飞海科技网络有限公司移动应用开发,海南省天津市淄川张街q座 932172,燕县,浙江省,971594,中国,253,Order
254,2025-12-21 04:17:06,2025-12-28 04:17:06,2025-12-23 04:17:06,307.11,太极传媒有限公司物联网,江苏省明市黄浦武汉街C座 796913,瑞市,江苏省,735321,中国,254,Order
255,2024-04-25 09:40:01,2024-05-06 09:40:01,2024-04-26 09:40:01,228.08,趋势网络有限公司移动应用开发,北京市大冶县普陀陈路n座 239667,秀珍县,广西壮族自治区,519778,中国,255,Order
256,2025-08-22 00:10:13,2025-08-26 00:10:13,,405.51,和泰科技有限公司区块链技术,重庆市重庆市和平北京街u座 140339,成市,安徽省,238244,中国,256,Order
257,2025-04-19 17:23:56,2025-04-27 17:23:56,2025-04-21 17:23:56,93.47,浦华众城传媒有限公司数字科技,海南省利县普陀巢湖路o座 999720,荣县,青海省,522458,中国,257,Order
258,2024-12-24 17:51:34,2025-01-01 17:51:34,,380.0,华远软件网络有限公司生物科技,江西省敏县房山合山街j座 691206,兰州县,宁夏回族自治区,696354,中国,258,Order
259,2024-07-08 20:04:45,2024-07-18 20:04:45,2024-07-09 20:04:45,67.88,飞海科技网络有限公司移动应用开发,海南省天津市淄川张街q座 932172,燕县,浙江省,971594,中国,259,Order
260,2026-02-14 13:51:25,2026-02-17 13:51:25,2026-02-17 13:51:25,341.86,明腾科技有限公司智能科技,上海市成都市长寿嘉禾路t座 859476,健县,广西壮族自治区,933887,中国,260,Order
261,2024-10-27 18:43:45,2024-10-31 18:43:45,2024-10-31 18:43:45,375.56,浙大万朋信息有限公司互联网服务,安徽省西安县沈北新澳门路X座 435212,秀英市,山东省,192695,中国,261,Order
262,2025-12-19 16:30:35,2025-12-22 16:30:35,2025-12-22 16:30:35,180.95,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,262,Order
263,2025-07-22 16:36:56,2025-08-04 16:36:56,2025-07-27 16:36:56,400.25,浦华众城传媒有限公司数字科技,海南省利县普陀巢湖路o座 999720,荣县,青海省,522458,中国,263,Order
264,2026-02-13 16:02:51,2026-02-26 16:02:51,,483.0,凌云信息有限公司区块链技术,香港特别行政区鑫县滨城顾街t座 413207,石家庄市,甘肃省,366678,中国,264,Order
265,2024-05-02 00:18:13,2024-05-08 00:18:13,2024-05-04 00:18:13,56.05,昂歌信息网络有限公司数字科技,云南省汕尾县牧野东莞路K座 682535,丽丽市,香港特别行政区,262977,中国,265,Order
266,2025-12-18 01:32:26,2026-01-01 01:32:26,2025-12-21 01:32:26,458.73,国讯信息有限公司金融科技,海南省兵县山亭周街y座 863706,潜江县,四川省,449463,中国,266,Order
267,2025-04-30 13:34:55,2025-05-07 13:34:55,2025-05-04 13:34:55,117.83,良诺信息有限公司信息技术,陕西省南昌县西峰朱路u座 281318,兰州县,天津市,255219,中国,267,Order
268,2026-02-20 15:53:43,2026-02-28 15:53:43,2026-02-24 15:53:43,70.06,信诚致远科技有限公司虚拟现实,贵州省永安县闵行齐齐哈尔街f座 397948,石家庄市,吉林省,557980,中国,268,Order
269,2025-01-12 05:03:36,2025-01-20 05:03:36,2025-01-15 05:03:36,246.03,图龙信息科技有限公司金融科技,台湾省南京县蓟州武汉街t座 149909,重庆市,山东省,188461,中国,269,Order
270,2024-04-13 08:20:00,2024-04-27 08:20:00,2024-04-16 08:20:00,59.98,通际名联科技有限公司移动应用开发,山西省辉市孝南黄街s座 643128,玉珍县,北京市,925586,中国,270,Order
271,2025-06-24 01:26:39,2025-07-03 01:26:39,2025-06-29 01:26:39,291.95,联通时科信息有限公司物联网,辽宁省建市六枝特阮路y座 261842,长沙市,天津市,224560,中国,271,Order
272,2025-09-03 14:54:48,2025-09-07 14:54:48,,217.01,迪摩网络有限公司移动应用开发,湖南省宁德县徐汇袁路V座 319614,桂兰县,台湾省,555505,中国,272,Order
273,2025-12-29 19:51:12,2026-01-12 19:51:12,,255.02,飞海科技网络有限公司移动应用开发,海南省天津市淄川张街q座 932172,燕县,浙江省,971594,中国,273,Order
274,2025-11-30 08:11:39,2025-12-13 08:11:39,,282.9,昂歌信息传媒有限公司互联网服务,贵州省婷县南长银川路R座 666949,通辽市,澳门特别行政区,679826,中国,274,Order
275,2024-10-25 05:03:46,2024-10-31 05:03:46,2024-10-27 05:03:46,495.01,图龙信息传媒有限公司云计算,台湾省潜江县朝阳海门街I座 891358,宜都县,澳门特别行政区,139184,中国,275,Order
276,2024-06-06 13:51:47,2024-06-15 13:51:47,2024-06-07 13:51:47,206.6,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,276,Order
277,2024-05-30 10:14:24,2024-06-06 10:14:24,2024-06-01 10:14:24,413.13,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,277,Order
278,2024-04-15 12:02:34,2024-04-27 12:02:34,,187.49,维旺明信息有限公司大数据分析,湖南省台北县西峰黄街e座 976378,北镇市,新疆维吾尔自治区,300772,中国,278,Order
279,2025-12-21 14:23:17,2025-12-31 14:23:17,2025-12-25 14:23:17,27.91,华远软件科技有限公司科技公司,河南省大冶市萧山吴街H座 487564,晨县,安徽省,892811,中国,279,Order
280,2024-12-20 11:01:02,2024-12-24 11:01:02,2024-12-23 11:01:02,390.9,泰麒麟信息有限公司金融科技,黑龙江省玉珍市翔安六盘水街l座 604589,沈阳县,辽宁省,490029,中国,280,Order
281,2024-07-09 17:33:14,2024-07-13 17:33:14,2024-07-12 17:33:14,472.83,迪摩科技有限公司智能科技,新疆维吾尔自治区哈尔滨市清河张路X座 621260,海门市,香港特别行政区,884493,中国,281,Order
282,2025-03-24 04:22:26,2025-04-05 04:22:26,2025-03-25 04:22:26,416.74,良诺传媒有限公司金融科技,陕西省潜江县怀柔赵街Z座 367503,巢湖市,黑龙江省,636618,中国,282,Order
283,2024-08-28 06:55:33,2024-09-02 06:55:33,2024-08-30 06:55:33,312.16,恒聪百汇科技有限公司互联网服务,云南省帆市清城曾路O座 622721,淑珍县,湖南省,352095,中国,283,Order
284,2024-04-14 04:20:36,2024-04-18 04:20:36,,136.44,商软冠联网络有限公司人工智能,新疆维吾尔自治区海口县丰都冯路M座 966391,瑜市,海南省,239768,中国,284,Order
285,2025-06-25 18:13:28,2025-07-06 18:13:28,2025-06-27 18:13:28,95.05,良诺信息有限公司信息技术,陕西省南昌县西峰朱路u座 281318,兰州县,天津市,255219,中国,285,Order
286,2025-04-03 21:41:21,2025-04-11 21:41:21,2025-04-08 21:41:21,361.06,昊嘉信息有限公司云计算,上海市汕尾市长寿沈阳街C座 705111,云市,新疆维吾尔自治区,187121,中国,286,Order
287,2025-12-15 04:01:53,2025-12-18 04:01:53,2025-12-17 04:01:53,448.23,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,287,Order
288,2024-09-28 09:53:02,2024-10-05 09:53:02,2024-09-30 09:53:02,290.3,南康传媒有限公司虚拟现实,新疆维吾尔自治区合肥市西夏杨路u座 969840,彬市,湖南省,118593,中国,288,Order
289,2024-12-01 12:00:42,2024-12-10 12:00:42,2024-12-02 12:00:42,313.65,通际名联传媒有限公司云计算,四川省桂芝市吉区长春街y座 651155,南宁市,贵州省,800562,中国,289,Order
290,2025-09-26 09:48:03,2025-10-07 09:48:03,2025-09-28 09:48:03,94.71,华成育卓科技有限公司物联网,辽宁省天津市南长兰州街Z座 934701,建市,福建省,354441,中国,290,Order
291,2025-01-01 01:46:03,2025-01-15 01:46:03,2025-01-02 01:46:03,331.96,时空盒数字传媒有限公司互联网服务,浙江省沈阳市门头沟银川街c座 919514,张家港县,上海市,720701,中国,291,Order
292,2025-07-18 06:09:45,2025-07-30 06:09:45,2025-07-23 06:09:45,240.61,超艺网络有限公司电子商务,台湾省惠州县牧野关岭街Q座 883077,佛山县,四川省,539452,中国,292,Order
293,2024-06-11 16:21:51,2024-06-21 16:21:51,,259.54,易动力网络有限公司物联网,黑龙江省红梅县长寿郑州街y座 259683,合肥县,吉林省,759443,中国,293,Order
294,2025-09-01 20:46:00,2025-09-05 20:46:00,2025-09-04 20:46:00,489.69,通际名联信息有限公司区块链技术,广东省桂荣县梁平谷街u座 437080,上海市,内蒙古自治区,431703,中国,294,Order
295,2026-03-10 11:36:37,2026-03-14 11:36:37,2026-03-12 11:36:37,54.61,良诺信息有限公司信息技术,陕西省南昌县西峰朱路u座 281318,兰州县,天津市,255219,中国,295,Order
296,2025-01-28 02:56:46,2025-01-31 02:56:46,2025-02-01 02:56:46,486.64,国讯信息有限公司金融科技,海南省兵县山亭周街y座 863706,潜江县,四川省,449463,中国,296,Order
297,2026-02-02 04:19:30,2026-02-06 04:19:30,,242.08,超艺网络有限公司电子商务,台湾省惠州县牧野关岭街Q座 883077,佛山县,四川省,539452,中国,297,Order
298,2024-12-24 20:13:04,2025-01-03 20:13:04,2024-12-27 20:13:04,79.82,良诺信息有限公司信息技术,陕西省南昌县西峰朱路u座 281318,兰州县,天津市,255219,中国,298,Order
299,2025-04-04 02:56:24,2025-04-13 02:56:24,2025-04-09 02:56:24,132.12,凌云信息有限公司区块链技术,香港特别行政区鑫县滨城顾街t座 413207,石家庄市,甘肃省,366678,中国,299,Order
300,2025-10-23 05:35:19,2025-11-04 05:35:19,,251.48,图龙信息传媒有限公司云计算,台湾省潜江县朝阳海门街I座 891358,宜都县,澳门特别行政区,139184,中国,300,Order
301,2026-03-04 03:28:47,2026-03-15 03:28:47,2026-03-06 03:28:47,15.35,和泰信息有限公司智能科技,北京市邯郸县友好陈街y座 426426,太原县,北京市,460560,中国,301,Order
302,2025-06-20 12:01:52,2025-06-29 12:01:52,2025-06-21 12:01:52,121.9,凌云信息有限公司区块链技术,香港特别行政区鑫县滨城顾街t座 413207,石家庄市,甘肃省,366678,中国,302,Order
303,2025-03-03 07:15:25,2025-03-08 07:15:25,2025-03-07 07:15:25,207.78,信诚致远科技有限公司虚拟现实,贵州省永安县闵行齐齐哈尔街f座 397948,石家庄市,吉林省,557980,中国,303,Order
304,2024-07-08 00:48:28,2024-07-14 00:48:28,2024-07-13 00:48:28,125.99,恒聪百汇科技有限公司互联网服务,云南省帆市清城曾路O座 622721,淑珍县,湖南省,352095,中国,304,Order
305,2024-12-30 10:59:27,2025-01-07 10:59:27,2025-01-02 10:59:27,111.13,创联世纪网络有限公司智能科技,福建省汕尾县和平曲街q座 407084,荆门县,天津市,950509,中国,305,Order
306,2025-04-04 19:10:31,2025-04-12 19:10:31,2025-04-09 19:10:31,86.26,万迅电脑传媒有限公司大数据分析,福建省建军市蓟州淮安街Z座 471477,哈尔滨县,贵州省,302896,中国,306,Order
307,2024-05-24 16:31:28,2024-05-28 16:31:28,,262.21,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,307,Order
308,2024-11-19 01:05:49,2024-12-03 01:05:49,2024-11-22 01:05:49,460.82,创亿科技有限公司科技公司,青海省南宁市吉区何街g座 592075,秀云县,辽宁省,722867,中国,308,Order
309,2024-04-19 18:58:46,2024-05-03 18:58:46,2024-04-23 18:58:46,210.0,南康传媒有限公司虚拟现实,新疆维吾尔自治区合肥市西夏杨路u座 969840,彬市,湖南省,118593,中国,309,Order
310,2025-02-25 03:09:09,2025-03-03 03:09:09,2025-03-01 03:09:09,171.68,思优信息有限公司虚拟现实,河北省澳门市梁平宜都街F座 195288,桂香县,辽宁省,124862,中国,310,Order
311,2026-03-06 08:51:23,2026-03-11 08:51:23,2026-03-07 08:51:23,219.44,数字100传媒有限公司物联网,澳门特别行政区哈尔滨县大兴上海路e座 923516,秀英市,河北省,622442,中国,311,Order
312,2026-03-15 15:48:35,2026-03-27 15:48:35,,419.16,七喜信息有限公司数字科技,甘肃省辉市秀英天津路I座 383433,凤英市,四川省,911684,中国,312,Order
313,2026-03-07 16:31:10,2026-03-11 16:31:10,,462.7,昂歌信息科技有限公司生物科技,内蒙古自治区金凤县城东马鞍山路A座 708516,南昌市,四川省,658489,中国,313,Order
314,2025-06-09 23:51:45,2025-06-17 23:51:45,2025-06-13 23:51:45,458.72,和泰信息有限公司大数据分析,山东省鑫县魏都长沙街L座 384089,西安县,北京市,195089,中国,314,Order
315,2024-08-16 16:54:01,2024-08-26 16:54:01,2024-08-17 16:54:01,262.94,图龙信息传媒有限公司云计算,台湾省潜江县朝阳海门街I座 891358,宜都县,澳门特别行政区,139184,中国,315,Order
316,2024-08-09 00:38:15,2024-08-16 00:38:15,,458.81,银嘉科技有限公司金融科技,香港特别行政区北镇市沙市太原街l座 765547,长春县,台湾省,892976,中国,316,Order
317,2025-12-08 14:38:31,2025-12-22 14:38:31,2025-12-12 14:38:31,88.25,飞海科技科技有限公司电子商务,上海市长春市江北佛山街L座 320483,兰州市,陕西省,185037,中国,317,Order
318,2025-07-04 07:41:04,2025-07-18 07:41:04,2025-07-08 07:41:04,463.04,和泰信息有限公司人工智能,云南省武汉市江北邱路V座 822794,石家庄市,湖北省,428965,中国,318,Order
319,2025-03-21 20:53:07,2025-03-31 20:53:07,,442.27,天益传媒有限公司区块链技术,吉林省莉市涪城哈尔滨街q座 220531,婷婷县,澳门特别行政区,276141,中国,319,Order
320,2024-05-07 13:38:26,2024-05-17 13:38:26,2024-05-08 13:38:26,240.48,泰麒麟传媒有限公司人工智能,湖北省琴县上街童街r座 617701,兰英县,澳门特别行政区,990446,中国,320,Order
321,2024-05-10 19:56:32,2024-05-17 19:56:32,,129.58,趋势网络有限公司移动应用开发,北京市大冶县普陀陈路n座 239667,秀珍县,广西壮族自治区,519778,中国,321,Order
322,2024-09-08 01:56:48,2024-09-17 01:56:48,2024-09-12 01:56:48,15.26,通际名联信息有限公司区块链技术,广东省桂荣县梁平谷街u座 437080,上海市,内蒙古自治区,431703,中国,322,Order
323,2025-04-06 18:06:55,2025-04-11 18:06:55,,361.92,黄石金承信息有限公司网络安全,河南省丹县东城尤街b座 715081,军市,宁夏回族自治区,558977,中国,323,Order
324,2026-02-27 07:41:02,2026-03-03 07:41:02,2026-03-04 07:41:02,265.17,飞海科技网络有限公司移动应用开发,海南省天津市淄川张街q座 932172,燕县,浙江省,971594,中国,324,Order
325,2024-09-01 15:49:11,2024-09-06 15:49:11,,65.85,万迅电脑传媒有限公司大数据分析,福建省建军市蓟州淮安街Z座 471477,哈尔滨县,贵州省,302896,中国,325,Order
326,2024-09-06 15:51:46,2024-09-17 15:51:46,2024-09-10 15:51:46,234.08,明腾网络有限公司互联网服务,天津市齐齐哈尔县高明齐齐哈尔街Q座 427497,长沙县,四川省,118752,中国,326,Order
327,2024-04-23 12:46:54,2024-04-30 12:46:54,2024-04-26 12:46:54,206.5,国讯科技有限公司科技公司,甘肃省玉梅县城北广州路a座 989029,文县,云南省,210027,中国,327,Order
328,2024-06-26 03:51:01,2024-07-07 03:51:01,,70.99,雨林木风计算机传媒有限公司数字科技,湖北省荣县白云汪路G座 286703,刚市,上海市,604223,中国,328,Order
329,2025-09-07 01:58:32,2025-09-10 01:58:32,2025-09-12 01:58:32,92.25,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,329,Order
330,2025-12-07 21:14:14,2025-12-16 21:14:14,2025-12-11 21:14:14,492.64,华远软件科技有限公司科技公司,河南省大冶市萧山吴街H座 487564,晨县,安徽省,892811,中国,330,Order
331,2025-07-01 21:17:56,2025-07-15 21:17:56,2025-07-03 21:17:56,345.95,雨林木风计算机传媒有限公司数字科技,湖北省荣县白云汪路G座 286703,刚市,上海市,604223,中国,331,Order
332,2024-12-02 17:54:09,2024-12-08 17:54:09,2024-12-05 17:54:09,94.0,鸿睿思博网络有限公司人工智能,西藏自治区云市蓟州黄路W座 144791,艳县,山西省,200853,中国,332,Order
333,2025-02-18 00:05:52,2025-02-25 00:05:52,2025-02-21 00:05:52,470.93,国讯科技有限公司科技公司,甘肃省玉梅县城北广州路a座 989029,文县,云南省,210027,中国,333,Order
334,2025-12-16 23:14:59,2025-12-30 23:14:59,2025-12-17 23:14:59,363.77,创亿信息有限公司移动应用开发,河南省琳县蓟州施路j座 539361,永安市,天津市,240654,中国,334,Order
335,2025-04-13 13:46:50,2025-04-17 13:46:50,2025-04-17 13:46:50,363.48,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,335,Order
336,2025-12-31 17:28:39,2026-01-09 17:28:39,,294.24,超艺网络有限公司电子商务,台湾省惠州县牧野关岭街Q座 883077,佛山县,四川省,539452,中国,336,Order
337,2025-06-27 05:06:27,2025-07-11 05:06:27,2025-06-29 05:06:27,206.86,鑫博腾飞网络有限公司科技公司,上海市马鞍山市高港梧州路P座 473928,福州县,青海省,812546,中国,337,Order
338,2024-06-19 00:56:47,2024-06-26 00:56:47,2024-06-22 00:56:47,276.53,富罳网络有限公司互联网服务,重庆市宁市东城黄街A座 847040,洋县,福建省,901498,中国,338,Order
339,2025-12-22 03:02:37,2025-12-26 03:02:37,2025-12-26 03:02:37,485.56,华远软件网络有限公司生物科技,河北省福州市浔阳哈尔滨路k座 728110,畅市,山西省,886906,中国,339,Order
340,2024-07-21 00:55:16,2024-07-27 00:55:16,2024-07-23 00:55:16,363.93,九方科技有限公司虚拟现实,广东省莹县滨城徐街w座 535418,慧县,江西省,744631,中国,340,Order
341,2024-04-07 07:50:21,2024-04-17 07:50:21,2024-04-08 07:50:21,281.57,创亿信息有限公司移动应用开发,河南省琳县蓟州施路j座 539361,永安市,天津市,240654,中国,341,Order
342,2024-09-19 16:29:48,2024-10-02 16:29:48,,46.36,新格林耐特网络有限公司科技公司,陕西省莉市海陵潮州街b座 800220,海门市,广东省,966848,中国,342,Order
343,2026-03-19 13:55:47,2026-03-23 13:55:47,2026-03-22 13:55:47,472.51,数字100传媒有限公司物联网,澳门特别行政区哈尔滨县大兴上海路e座 923516,秀英市,河北省,622442,中国,343,Order
344,2025-09-22 01:46:05,2025-09-27 01:46:05,2025-09-25 01:46:05,10.33,数字100科技有限公司人工智能,安徽省北镇市东丽淮安路q座 582719,慧市,河南省,391859,中国,344,Order
345,2025-07-13 20:40:04,2025-07-18 20:40:04,2025-07-18 20:40:04,168.7,快讯信息有限公司大数据分析,内蒙古自治区通辽县金平兴城路i座 503555,荆门市,云南省,281393,中国,345,Order
346,2025-05-30 10:50:37,2025-06-13 10:50:37,2025-06-04 10:50:37,497.53,华远软件网络有限公司区块链技术,江西省杨市城东贾街d座 720547,广州县,海南省,430957,中国,346,Order
347,2026-02-19 06:52:43,2026-02-28 06:52:43,2026-02-24 06:52:43,118.0,图龙信息科技有限公司金融科技,台湾省南京县蓟州武汉街t座 149909,重庆市,山东省,188461,中国,347,Order
348,2024-11-06 22:29:12,2024-11-11 22:29:12,,190.33,凌云信息有限公司区块链技术,香港特别行政区鑫县滨城顾街t座 413207,石家庄市,甘肃省,366678,中国,348,Order
349,2025-11-25 18:47:02,2025-12-03 18:47:02,2025-11-29 18:47:02,107.01,和泰信息有限公司智能科技,北京市邯郸县友好陈街y座 426426,太原县,北京市,460560,中国,349,Order
350,2025-03-05 08:01:50,2025-03-12 08:01:50,2025-03-08 08:01:50,257.88,创联世纪网络有限公司数字科技,辽宁省亮县锡山澳门路k座 303312,汕尾市,海南省,997340,中国,350,Order
351,2025-04-20 05:29:51,2025-05-01 05:29:51,,109.59,华远软件网络有限公司数字科技,安徽省巢湖县友好罗路j座 888539,台北市,甘肃省,288362,中国,351,Order
352,2024-09-16 02:22:54,2024-09-24 02:22:54,2024-09-20 02:22:54,429.14,维旺明信息有限公司大数据分析,湖南省台北县西峰黄街e座 976378,北镇市,新疆维吾尔自治区,300772,中国,352,Order
353,2025-11-23 21:31:06,2025-12-05 21:31:06,2025-11-26 21:31:06,265.78,超艺信息有限公司云计算,河北省成市东丽昆明街K座 960129,婷婷市,浙江省,753169,中国,353,Order
354,2024-06-26 10:55:15,2024-07-01 10:55:15,,370.77,彩虹科技有限公司生物科技,台湾省旭市门头沟东莞街E座 294059,梧州市,贵州省,932212,中国,354,Order
355,2025-06-05 03:52:12,2025-06-15 03:52:12,,320.38,戴硕电子网络有限公司人工智能,江苏省六安市璧山车路E座 396526,雷县,山东省,385046,中国,355,Order
356,2025-03-22 12:22:57,2025-04-03 12:22:57,,367.69,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,356,Order
357,2025-11-05 06:22:55,2025-11-09 06:22:55,2025-11-07 06:22:55,98.89,济南亿次元网络有限公司数字科技,天津市太原市双滦梅街L座 337339,婷市,河北省,809552,中国,357,Order
358,2025-05-12 04:21:20,2025-05-18 04:21:20,2025-05-14 04:21:20,149.54,中建创业网络有限公司信息技术,江苏省南宁市沈河吴街H座 274714,凤英市,海南省,841697,中国,358,Order
359,2026-02-23 23:23:48,2026-03-07 23:23:48,2026-02-24 23:23:48,315.29,和泰科技有限公司区块链技术,重庆市重庆市和平北京街u座 140339,成市,安徽省,238244,中国,359,Order
360,2024-06-03 20:21:25,2024-06-08 20:21:25,2024-06-06 20:21:25,343.63,创亿网络有限公司数字科技,重庆市重庆市大兴阜新街Y座 156258,济南市,福建省,122791,中国,360,Order
361,2024-06-11 19:28:07,2024-06-17 19:28:07,2024-06-13 19:28:07,355.9,银嘉科技有限公司金融科技,香港特别行政区北镇市沙市太原街l座 765547,长春县,台湾省,892976,中国,361,Order
362,2026-02-01 21:49:46,2026-02-13 21:49:46,,392.06,良诺信息有限公司金融科技,海南省玉市璧山陈街N座 471929,鑫市,安徽省,382063,中国,362,Order
363,2024-08-29 01:21:46,2024-09-07 01:21:46,2024-08-31 01:21:46,87.33,天益传媒有限公司区块链技术,吉林省莉市涪城哈尔滨街q座 220531,婷婷县,澳门特别行政区,276141,中国,363,Order
364,2025-01-07 11:30:22,2025-01-13 11:30:22,2025-01-10 11:30:22,136.46,昂歌信息科技有限公司生物科技,内蒙古自治区金凤县城东马鞍山路A座 708516,南昌市,四川省,658489,中国,364,Order
365,2025-06-13 00:17:48,2025-06-20 00:17:48,,258.96,四通传媒有限公司信息技术,西藏自治区嘉禾县高明西宁路X座 823260,汕尾县,四川省,305729,中国,365,Order
366,2025-08-07 09:48:24,2025-08-12 09:48:24,2025-08-09 09:48:24,323.88,恩悌网络有限公司云计算,浙江省利县华龙巢湖路i座 210303,武汉市,山西省,843988,中国,366,Order
367,2024-05-12 07:15:20,2024-05-17 07:15:20,2024-05-15 07:15:20,359.95,和泰科技有限公司智能科技,湖北省艳县城东武汉路F座 536666,永安市,陕西省,833354,中国,367,Order
368,2025-03-11 08:10:20,2025-03-23 08:10:20,2025-03-15 08:10:20,118.55,昂歌信息科技有限公司生物科技,内蒙古自治区金凤县城东马鞍山路A座 708516,南昌市,四川省,658489,中国,368,Order
369,2025-01-14 01:26:57,2025-01-18 01:26:57,,328.2,恩悌网络有限公司大数据分析,海南省宜都市海陵张街e座 169265,北镇县,香港特别行政区,794751,中国,369,Order
370,2024-08-08 16:16:24,2024-08-16 16:16:24,2024-08-09 16:16:24,406.29,创亿信息有限公司移动应用开发,河南省琳县蓟州施路j座 539361,永安市,天津市,240654,中国,370,Order
371,2025-08-16 18:47:41,2025-08-22 18:47:41,2025-08-17 18:47:41,440.23,华远软件网络有限公司生物科技,河北省福州市浔阳哈尔滨路k座 728110,畅市,山西省,886906,中国,371,Order
372,2024-11-09 19:29:09,2024-11-16 19:29:09,2024-11-12 19:29:09,139.35,华成育卓传媒有限公司智能科技,山西省波县梁平昆明路j座 498723,丹丹市,江西省,712585,中国,372,Order
